"area_name","date","to","from","total","hour","hour_tw","ampm","hour12"
"Woodlawn","2019/9/7","2","0","2","0","12","AM","12 AM"
"Woodlawn","2019/9/7","1","0","1","3","3","AM","3 AM"
"Woodlawn","2019/9/7","0","1","1","6","6","AM","6 AM"
"Woodlawn","2019/9/7","1","0","1","7","7","AM","7 AM"
"Woodlawn","2019/9/7","5","0","5","8","8","AM","8 AM"
"Woodlawn","2019/9/7","2","1","3","9","9","AM","9 AM"
"Woodlawn","2019/9/7","5","4","9","10","10","AM","10 AM"
"Woodlawn","2019/9/7","2","3","5","11","11","AM","11 AM"
"Woodlawn","2019/9/7","4","3","7","12","12","PM","12 PM"
"Woodlawn","2019/9/7","1","4","5","13","1","PM","1 PM"
"Woodlawn","2019/9/7","2","1","3","14","2","PM","2 PM"
"Woodlawn","2019/9/7","1","1","2","15","3","PM","3 PM"
"Woodlawn","2019/9/7","3","0","3","16","4","PM","4 PM"
"Woodlawn","2019/9/7","4","3","7","17","5","PM","5 PM"
"Woodlawn","2019/9/7","0","1","1","18","6","PM","6 PM"
"Woodlawn","2019/9/7","0","1","1","19","7","PM","7 PM"
"Woodlawn","2019/9/7","1","1","2","20","8","PM","8 PM"
"Woodlawn","2019/9/7","1","0","1","23","11","PM","11 PM"
"Woodlawn","2019/9/8","0","1","1","4","4","AM","4 AM"
"Woodlawn","2019/9/8","1","0","1","6","6","AM","6 AM"
"Woodlawn","2019/9/8","1","0","1","8","8","AM","8 AM"
"Woodlawn","2019/9/8","1","1","2","9","9","AM","9 AM"
"Woodlawn","2019/9/8","1","1","2","10","10","AM","10 AM"
"Woodlawn","2019/9/8","4","2","6","11","11","AM","11 AM"
"Woodlawn","2019/9/8","0","1","1","12","12","PM","12 PM"
"Woodlawn","2019/9/8","1","3","4","13","1","PM","1 PM"
"Woodlawn","2019/9/8","0","3","3","14","2","PM","2 PM"
"Woodlawn","2019/9/8","2","1","3","15","3","PM","3 PM"
"Woodlawn","2019/9/8","2","1","3","16","4","PM","4 PM"
"Woodlawn","2019/9/8","4","2","6","17","5","PM","5 PM"
"Woodlawn","2019/9/8","2","1","3","18","6","PM","6 PM"
"Woodlawn","2019/9/8","1","1","2","19","7","PM","7 PM"
"Woodlawn","2019/9/8","1","1","2","21","9","PM","9 PM"
"Woodlawn","2019/9/9","0","1","1","0","12","AM","12 AM"
"Woodlawn","2019/9/9","1","1","2","1","1","AM","1 AM"
"Woodlawn","2019/9/9","1","0","1","2","2","AM","2 AM"
"Woodlawn","2019/9/9","1","2","3","5","5","AM","5 AM"
"Woodlawn","2019/9/9","2","3","5","6","6","AM","6 AM"
"Woodlawn","2019/9/9","1","1","2","7","7","AM","7 AM"
"Woodlawn","2019/9/9","0","6","6","8","8","AM","8 AM"
"Woodlawn","2019/9/9","1","2","3","9","9","AM","9 AM"
"Woodlawn","2019/9/9","3","2","5","10","10","AM","10 AM"
"Woodlawn","2019/9/9","3","2","5","11","11","AM","11 AM"
"Woodlawn","2019/9/9","4","2","6","12","12","PM","12 PM"
"Woodlawn","2019/9/9","4","1","5","13","1","PM","1 PM"
"Woodlawn","2019/9/9","3","2","5","14","2","PM","2 PM"
"Woodlawn","2019/9/9","9","2","11","15","3","PM","3 PM"
"Woodlawn","2019/9/9","2","2","4","16","4","PM","4 PM"
"Woodlawn","2019/9/9","2","2","4","17","5","PM","5 PM"
"Woodlawn","2019/9/9","1","0","1","18","6","PM","6 PM"
"Woodlawn","2019/9/9","1","0","1","19","7","PM","7 PM"
"Woodlawn","2019/9/9","2","1","3","20","8","PM","8 PM"
"Woodlawn","2019/9/9","1","1","2","21","9","PM","9 PM"
"Woodlawn","2019/9/9","2","1","3","23","11","PM","11 PM"
"Woodlawn","2019/9/10","1","0","1","0","12","AM","12 AM"
"Woodlawn","2019/9/10","0","1","1","4","4","AM","4 AM"
"Woodlawn","2019/9/10","0","2","2","5","5","AM","5 AM"
"Woodlawn","2019/9/10","3","1","4","6","6","AM","6 AM"
"Woodlawn","2019/9/10","0","2","2","7","7","AM","7 AM"
"Woodlawn","2019/9/10","0","3","3","8","8","AM","8 AM"
"Woodlawn","2019/9/10","2","3","5","9","9","AM","9 AM"
"Woodlawn","2019/9/10","3","5","8","10","10","AM","10 AM"
"Woodlawn","2019/9/10","3","3","6","11","11","AM","11 AM"
"Woodlawn","2019/9/10","3","2","5","12","12","PM","12 PM"
"Woodlawn","2019/9/10","3","2","5","13","1","PM","1 PM"
"Woodlawn","2019/9/10","5","1","6","14","2","PM","2 PM"
"Woodlawn","2019/9/10","3","1","4","15","3","PM","3 PM"
"Woodlawn","2019/9/10","1","4","5","16","4","PM","4 PM"
"Woodlawn","2019/9/10","3","1","4","17","5","PM","5 PM"
"Woodlawn","2019/9/10","4","1","5","18","6","PM","6 PM"
"Woodlawn","2019/9/10","1","0","1","19","7","PM","7 PM"
"Woodlawn","2019/9/10","3","0","3","20","8","PM","8 PM"
"Woodlawn","2019/9/10","0","1","1","21","9","PM","9 PM"
"Woodlawn","2019/9/10","2","1","3","22","10","PM","10 PM"
"Woodlawn","2019/9/10","2","0","2","23","11","PM","11 PM"
"Woodlawn","2019/9/11","1","0","1","4","4","AM","4 AM"
"Woodlawn","2019/9/11","0","2","2","6","6","AM","6 AM"
"Woodlawn","2019/9/11","3","0","3","7","7","AM","7 AM"
"Woodlawn","2019/9/11","1","2","3","8","8","AM","8 AM"
"Woodlawn","2019/9/11","2","5","7","9","9","AM","9 AM"
"Woodlawn","2019/9/11","1","1","2","10","10","AM","10 AM"
"Woodlawn","2019/9/11","2","6","8","11","11","AM","11 AM"
"Woodlawn","2019/9/11","0","3","3","12","12","PM","12 PM"
"Woodlawn","2019/9/11","3","0","3","13","1","PM","1 PM"
"Woodlawn","2019/9/11","6","1","7","14","2","PM","2 PM"
"Woodlawn","2019/9/11","2","2","4","15","3","PM","3 PM"
"Woodlawn","2019/9/11","1","3","4","16","4","PM","4 PM"
"Woodlawn","2019/9/11","1","0","1","17","5","PM","5 PM"
"Woodlawn","2019/9/11","1","1","2","18","6","PM","6 PM"
"Woodlawn","2019/9/11","0","2","2","19","7","PM","7 PM"
"Woodlawn","2019/9/11","2","1","3","20","8","PM","8 PM"
"Woodlawn","2019/9/11","1","0","1","21","9","PM","9 PM"
"Woodlawn","2019/9/11","3","0","3","22","10","PM","10 PM"
"Woodlawn","2019/9/12","1","0","1","0","12","AM","12 AM"
"Woodlawn","2019/9/12","1","0","1","2","2","AM","2 AM"
"Woodlawn","2019/9/12","0","1","1","3","3","AM","3 AM"
"Woodlawn","2019/9/12","0","1","1","5","5","AM","5 AM"
"Woodlawn","2019/9/12","0","1","1","6","6","AM","6 AM"
"Woodlawn","2019/9/12","1","0","1","7","7","AM","7 AM"
"Woodlawn","2019/9/12","0","1","1","8","8","AM","8 AM"
"Woodlawn","2019/9/12","4","2","6","9","9","AM","9 AM"
"Woodlawn","2019/9/12","4","5","9","10","10","AM","10 AM"
"Woodlawn","2019/9/12","5","2","7","11","11","AM","11 AM"
"Woodlawn","2019/9/12","2","1","3","12","12","PM","12 PM"
"Woodlawn","2019/9/12","2","0","2","13","1","PM","1 PM"
"Woodlawn","2019/9/12","5","3","8","14","2","PM","2 PM"
"Woodlawn","2019/9/12","2","0","2","15","3","PM","3 PM"
"Woodlawn","2019/9/12","0","3","3","16","4","PM","4 PM"
"Woodlawn","2019/9/12","1","1","2","17","5","PM","5 PM"
"Woodlawn","2019/9/12","1","0","1","18","6","PM","6 PM"
"Woodlawn","2019/9/12","2","1","3","19","7","PM","7 PM"
"Woodlawn","2019/9/12","6","0","6","20","8","PM","8 PM"
"Woodlawn","2019/9/12","1","1","2","21","9","PM","9 PM"
"Woodlawn","2019/9/12","2","0","2","23","11","PM","11 PM"
"Woodlawn","2019/9/13","1","0","1","0","12","AM","12 AM"
"Woodlawn","2019/9/13","1","1","2","4","4","AM","4 AM"
"Woodlawn","2019/9/13","0","1","1","5","5","AM","5 AM"
"Woodlawn","2019/9/13","1","0","1","6","6","AM","6 AM"
"Woodlawn","2019/9/13","0","1","1","7","7","AM","7 AM"
"Woodlawn","2019/9/13","1","4","5","8","8","AM","8 AM"
"Woodlawn","2019/9/13","1","7","8","9","9","AM","9 AM"
"Woodlawn","2019/9/13","6","2","8","10","10","AM","10 AM"
"Woodlawn","2019/9/13","1","3","4","11","11","AM","11 AM"
"Woodlawn","2019/9/13","2","1","3","12","12","PM","12 PM"
"Woodlawn","2019/9/13","1","3","4","13","1","PM","1 PM"
"Woodlawn","2019/9/13","4","1","5","14","2","PM","2 PM"
"Woodlawn","2019/9/13","2","0","2","15","3","PM","3 PM"
"Woodlawn","2019/9/13","3","0","3","16","4","PM","4 PM"
"Woodlawn","2019/9/13","3","0","3","17","5","PM","5 PM"
"Woodlawn","2019/9/13","3","1","4","18","6","PM","6 PM"
"Woodlawn","2019/9/13","3","0","3","20","8","PM","8 PM"
"Woodlawn","2019/9/13","2","1","3","21","9","PM","9 PM"
"Woodlawn","2019/9/13","4","0","4","23","11","PM","11 PM"
"Woodlawn","2019/9/14","1","0","1","1","1","AM","1 AM"
"Woodlawn","2019/9/14","1","0","1","2","2","AM","2 AM"
"Woodlawn","2019/9/14","0","1","1","7","7","AM","7 AM"
"Woodlawn","2019/9/14","1","2","3","8","8","AM","8 AM"
"Woodlawn","2019/9/14","0","3","3","9","9","AM","9 AM"
"Woodlawn","2019/9/14","3","1","4","10","10","AM","10 AM"
"Woodlawn","2019/9/14","0","1","1","11","11","AM","11 AM"
"Woodlawn","2019/9/14","1","3","4","13","1","PM","1 PM"
"Woodlawn","2019/9/14","2","2","4","14","2","PM","2 PM"
"Woodlawn","2019/9/14","2","1","3","15","3","PM","3 PM"
"Woodlawn","2019/9/14","3","0","3","16","4","PM","4 PM"
"Woodlawn","2019/9/14","4","3","7","17","5","PM","5 PM"
"Woodlawn","2019/9/14","1","2","3","18","6","PM","6 PM"
"Woodlawn","2019/9/14","2","2","4","19","7","PM","7 PM"
"Woodlawn","2019/9/14","1","1","2","20","8","PM","8 PM"
"Woodlawn","2019/9/14","1","0","1","21","9","PM","9 PM"
"Woodlawn","2019/9/14","1","0","1","22","10","PM","10 PM"
"Woodlawn","2019/9/14","0","1","1","23","11","PM","11 PM"
"Woodlawn","2019/9/15","2","0","2","0","12","AM","12 AM"
"Woodlawn","2019/9/15","3","0","3","6","6","AM","6 AM"
"Woodlawn","2019/9/15","3","1","4","7","7","AM","7 AM"
"Woodlawn","2019/9/15","1","1","2","8","8","AM","8 AM"
"Woodlawn","2019/9/15","4","0","4","9","9","AM","9 AM"
"Woodlawn","2019/9/15","3","1","4","10","10","AM","10 AM"
"Woodlawn","2019/9/15","1","3","4","11","11","AM","11 AM"
"Woodlawn","2019/9/15","1","0","1","12","12","PM","12 PM"
"Woodlawn","2019/9/15","1","2","3","13","1","PM","1 PM"
"Woodlawn","2019/9/15","1","0","1","14","2","PM","2 PM"
"Woodlawn","2019/9/15","2","2","4","15","3","PM","3 PM"
"Woodlawn","2019/9/15","1","0","1","16","4","PM","4 PM"
"Woodlawn","2019/9/15","2","0","2","17","5","PM","5 PM"
"Woodlawn","2019/9/15","0","1","1","18","6","PM","6 PM"
"Woodlawn","2019/9/15","1","0","1","19","7","PM","7 PM"
"Woodlawn","2019/9/15","3","0","3","20","8","PM","8 PM"
"Woodlawn","2019/9/15","1","0","1","21","9","PM","9 PM"
"Woodlawn","2019/9/16","1","0","1","1","1","AM","1 AM"
"Woodlawn","2019/9/16","0","1","1","3","3","AM","3 AM"
"Woodlawn","2019/9/16","0","2","2","5","5","AM","5 AM"
"Woodlawn","2019/9/16","0","3","3","6","6","AM","6 AM"
"Woodlawn","2019/9/16","1","1","2","7","7","AM","7 AM"
"Woodlawn","2019/9/16","1","5","6","8","8","AM","8 AM"
"Woodlawn","2019/9/16","1","2","3","9","9","AM","9 AM"
"Woodlawn","2019/9/16","6","5","11","10","10","AM","10 AM"
"Woodlawn","2019/9/16","2","3","5","11","11","AM","11 AM"
"Woodlawn","2019/9/16","3","2","5","12","12","PM","12 PM"
"Woodlawn","2019/9/16","5","4","9","13","1","PM","1 PM"
"Woodlawn","2019/9/16","2","0","2","14","2","PM","2 PM"
"Woodlawn","2019/9/16","5","1","6","15","3","PM","3 PM"
"Woodlawn","2019/9/16","1","1","2","16","4","PM","4 PM"
"Woodlawn","2019/9/16","1","1","2","17","5","PM","5 PM"
"Woodlawn","2019/9/16","3","0","3","18","6","PM","6 PM"
"Woodlawn","2019/9/16","3","1","4","19","7","PM","7 PM"
"Woodlawn","2019/9/16","4","0","4","20","8","PM","8 PM"
"Woodlawn","2019/9/16","2","1","3","21","9","PM","9 PM"
"Woodlawn","2019/9/16","1","0","1","23","11","PM","11 PM"
"Woodlawn","2019/9/17","1","1","2","0","12","AM","12 AM"
"Woodlawn","2019/9/17","0","1","1","4","4","AM","4 AM"
"Woodlawn","2019/9/17","2","1","3","5","5","AM","5 AM"
"Woodlawn","2019/9/17","2","2","4","6","6","AM","6 AM"
"Woodlawn","2019/9/17","0","2","2","7","7","AM","7 AM"
"Woodlawn","2019/9/17","0","2","2","8","8","AM","8 AM"
"Woodlawn","2019/9/17","3","2","5","9","9","AM","9 AM"
"Woodlawn","2019/9/17","2","4","6","10","10","AM","10 AM"
"Woodlawn","2019/9/17","1","3","4","11","11","AM","11 AM"
"Woodlawn","2019/9/17","2","1","3","12","12","PM","12 PM"
"Woodlawn","2019/9/17","4","1","5","13","1","PM","1 PM"
"Woodlawn","2019/9/17","1","1","2","14","2","PM","2 PM"
"Woodlawn","2019/9/17","3","4","7","15","3","PM","3 PM"
"Woodlawn","2019/9/17","1","1","2","16","4","PM","4 PM"
"Woodlawn","2019/9/17","6","1","7","17","5","PM","5 PM"
"Woodlawn","2019/9/17","3","1","4","18","6","PM","6 PM"
"Woodlawn","2019/9/17","1","0","1","19","7","PM","7 PM"
"Woodlawn","2019/9/17","2","0","2","20","8","PM","8 PM"
"Woodlawn","2019/9/17","1","0","1","21","9","PM","9 PM"
"Woodlawn","2019/9/17","2","1","3","22","10","PM","10 PM"
"Woodlawn","2019/9/18","1","0","1","0","12","AM","12 AM"
"Woodlawn","2019/9/18","2","0","2","1","1","AM","1 AM"
"Woodlawn","2019/9/18","0","1","1","2","2","AM","2 AM"
"Woodlawn","2019/9/18","0","2","2","5","5","AM","5 AM"
"Woodlawn","2019/9/18","1","1","2","6","6","AM","6 AM"
"Woodlawn","2019/9/18","1","1","2","7","7","AM","7 AM"
"Woodlawn","2019/9/18","3","4","7","8","8","AM","8 AM"
"Woodlawn","2019/9/18","1","3","4","9","9","AM","9 AM"
"Woodlawn","2019/9/18","1","2","3","10","10","AM","10 AM"
"Woodlawn","2019/9/18","0","3","3","11","11","AM","11 AM"
"Woodlawn","2019/9/18","3","6","9","12","12","PM","12 PM"
"Woodlawn","2019/9/18","4","2","6","13","1","PM","1 PM"
"Woodlawn","2019/9/18","2","3","5","14","2","PM","2 PM"
"Woodlawn","2019/9/18","2","3","5","15","3","PM","3 PM"
"Woodlawn","2019/9/18","2","3","5","16","4","PM","4 PM"
"Woodlawn","2019/9/18","3","2","5","17","5","PM","5 PM"
"Woodlawn","2019/9/18","3","1","4","18","6","PM","6 PM"
"Woodlawn","2019/9/18","3","2","5","19","7","PM","7 PM"
"Woodlawn","2019/9/18","2","1","3","20","8","PM","8 PM"
"Woodlawn","2019/9/18","1","0","1","21","9","PM","9 PM"
"Woodlawn","2019/9/18","1","0","1","22","10","PM","10 PM"
"Woodlawn","2019/9/18","1","0","1","23","11","PM","11 PM"
"Woodlawn","2019/9/19","0","1","1","0","12","AM","12 AM"
"Woodlawn","2019/9/19","1","1","2","5","5","AM","5 AM"
"Woodlawn","2019/9/19","1","2","3","6","6","AM","6 AM"
"Woodlawn","2019/9/19","0","1","1","7","7","AM","7 AM"
"Woodlawn","2019/9/19","1","2","3","8","8","AM","8 AM"
"Woodlawn","2019/9/19","1","3","4","9","9","AM","9 AM"
"Woodlawn","2019/9/19","3","2","5","10","10","AM","10 AM"
"Woodlawn","2019/9/19","0","2","2","11","11","AM","11 AM"
"Woodlawn","2019/9/19","7","2","9","12","12","PM","12 PM"
"Woodlawn","2019/9/19","7","0","7","13","1","PM","1 PM"
"Woodlawn","2019/9/19","1","2","3","14","2","PM","2 PM"
"Woodlawn","2019/9/19","1","0","1","15","3","PM","3 PM"
"Woodlawn","2019/9/19","5","1","6","16","4","PM","4 PM"
"Woodlawn","2019/9/19","6","0","6","18","6","PM","6 PM"
"Woodlawn","2019/9/19","2","0","2","19","7","PM","7 PM"
"Woodlawn","2019/9/19","1","0","1","20","8","PM","8 PM"
"Woodlawn","2019/9/19","1","0","1","21","9","PM","9 PM"
"Woodlawn","2019/9/19","1","0","1","22","10","PM","10 PM"
"Woodlawn","2019/9/20","1","0","1","0","12","AM","12 AM"
"Woodlawn","2019/9/20","0","1","1","3","3","AM","3 AM"
"Woodlawn","2019/9/20","2","0","2","5","5","AM","5 AM"
"Woodlawn","2019/9/20","1","1","2","6","6","AM","6 AM"
"Woodlawn","2019/9/20","2","0","2","7","7","AM","7 AM"
"Woodlawn","2019/9/20","1","3","4","8","8","AM","8 AM"
"Woodlawn","2019/9/20","0","1","1","9","9","AM","9 AM"
"Woodlawn","2019/9/20","1","2","3","10","10","AM","10 AM"
"Woodlawn","2019/9/20","1","3","4","11","11","AM","11 AM"
"Woodlawn","2019/9/20","2","0","2","12","12","PM","12 PM"
"Woodlawn","2019/9/20","2","3","5","13","1","PM","1 PM"
"Woodlawn","2019/9/20","3","0","3","14","2","PM","2 PM"
"Woodlawn","2019/9/20","0","1","1","15","3","PM","3 PM"
"Woodlawn","2019/9/20","4","0","4","16","4","PM","4 PM"
"Woodlawn","2019/9/20","4","1","5","17","5","PM","5 PM"
"Woodlawn","2019/9/20","2","1","3","18","6","PM","6 PM"
"Woodlawn","2019/9/20","5","1","6","19","7","PM","7 PM"
"Woodlawn","2019/9/20","3","0","3","20","8","PM","8 PM"
"Woodlawn","2019/9/20","1","0","1","21","9","PM","9 PM"
"Woodlawn","2019/9/20","1","2","3","22","10","PM","10 PM"
"Woodlawn","2019/9/20","1","0","1","23","11","PM","11 PM"
"Woodlawn","2019/9/21","1","0","1","0","12","AM","12 AM"
"Woodlawn","2019/9/21","1","0","1","1","1","AM","1 AM"
"Woodlawn","2019/9/21","0","1","1","5","5","AM","5 AM"
"Woodlawn","2019/9/21","2","1","3","8","8","AM","8 AM"
"Woodlawn","2019/9/21","8","1","9","9","9","AM","9 AM"
"Woodlawn","2019/9/21","2","0","2","10","10","AM","10 AM"
"Woodlawn","2019/9/21","6","3","9","11","11","AM","11 AM"
"Woodlawn","2019/9/21","4","1","5","12","12","PM","12 PM"
"Woodlawn","2019/9/21","2","0","2","13","1","PM","1 PM"
"Woodlawn","2019/9/21","2","2","4","14","2","PM","2 PM"
"Woodlawn","2019/9/21","2","1","3","15","3","PM","3 PM"
"Woodlawn","2019/9/21","2","1","3","16","4","PM","4 PM"
"Woodlawn","2019/9/21","1","1","2","17","5","PM","5 PM"
"Woodlawn","2019/9/21","4","0","4","18","6","PM","6 PM"
"Woodlawn","2019/9/21","2","2","4","19","7","PM","7 PM"
"Woodlawn","2019/9/21","2","0","2","21","9","PM","9 PM"
"Woodlawn","2019/9/21","1","0","1","23","11","PM","11 PM"
"Woodlawn","2019/9/22","1","0","1","2","2","AM","2 AM"
"Woodlawn","2019/9/22","1","0","1","7","7","AM","7 AM"
"Woodlawn","2019/9/22","3","1","4","8","8","AM","8 AM"
"Woodlawn","2019/9/22","1","2","3","9","9","AM","9 AM"
"Woodlawn","2019/9/22","4","4","8","10","10","AM","10 AM"
"Woodlawn","2019/9/22","3","4","7","11","11","AM","11 AM"
"Woodlawn","2019/9/22","1","0","1","12","12","PM","12 PM"
"Woodlawn","2019/9/22","1","3","4","13","1","PM","1 PM"
"Woodlawn","2019/9/22","1","0","1","14","2","PM","2 PM"
"Woodlawn","2019/9/22","2","0","2","15","3","PM","3 PM"
"Woodlawn","2019/9/22","2","1","3","16","4","PM","4 PM"
"Woodlawn","2019/9/22","2","0","2","17","5","PM","5 PM"
"Woodlawn","2019/9/22","2","0","2","18","6","PM","6 PM"
"Woodlawn","2019/9/22","1","0","1","19","7","PM","7 PM"
"Woodlawn","2019/9/22","1","0","1","20","8","PM","8 PM"
"Woodlawn","2019/9/22","0","2","2","21","9","PM","9 PM"
"Woodlawn","2019/9/22","1","1","2","22","10","PM","10 PM"
"Woodlawn","2019/9/23","1","0","1","0","12","AM","12 AM"
"Woodlawn","2019/9/23","1","0","1","2","2","AM","2 AM"
"Woodlawn","2019/9/23","0","1","1","3","3","AM","3 AM"
"Woodlawn","2019/9/23","2","2","4","6","6","AM","6 AM"
"Woodlawn","2019/9/23","0","3","3","7","7","AM","7 AM"
"Woodlawn","2019/9/23","1","3","4","8","8","AM","8 AM"
"Woodlawn","2019/9/23","3","2","5","9","9","AM","9 AM"
"Woodlawn","2019/9/23","0","2","2","10","10","AM","10 AM"
"Woodlawn","2019/9/23","2","2","4","11","11","AM","11 AM"
"Woodlawn","2019/9/23","4","2","6","12","12","PM","12 PM"
"Woodlawn","2019/9/23","3","2","5","13","1","PM","1 PM"
"Woodlawn","2019/9/23","2","1","3","14","2","PM","2 PM"
"Woodlawn","2019/9/23","1","4","5","15","3","PM","3 PM"
"Woodlawn","2019/9/23","4","2","6","16","4","PM","4 PM"
"Woodlawn","2019/9/23","2","0","2","17","5","PM","5 PM"
"Woodlawn","2019/9/23","7","1","8","18","6","PM","6 PM"
"Woodlawn","2019/9/23","2","0","2","20","8","PM","8 PM"
"Woodlawn","2019/9/23","3","2","5","21","9","PM","9 PM"
"Woodlawn","2019/9/23","2","0","2","22","10","PM","10 PM"
"Woodlawn","2019/9/23","1","0","1","23","11","PM","11 PM"
"Woodlawn","2019/9/24","1","2","3","5","5","AM","5 AM"
"Woodlawn","2019/9/24","1","1","2","6","6","AM","6 AM"
"Woodlawn","2019/9/24","0","1","1","7","7","AM","7 AM"
"Woodlawn","2019/9/24","1","2","3","8","8","AM","8 AM"
"Woodlawn","2019/9/24","3","3","6","9","9","AM","9 AM"
"Woodlawn","2019/9/24","0","1","1","10","10","AM","10 AM"
"Woodlawn","2019/9/24","4","4","8","11","11","AM","11 AM"
"Woodlawn","2019/9/24","2","1","3","12","12","PM","12 PM"
"Woodlawn","2019/9/24","1","1","2","13","1","PM","1 PM"
"Woodlawn","2019/9/24","2","2","4","14","2","PM","2 PM"
"Woodlawn","2019/9/24","7","6","13","15","3","PM","3 PM"
"Woodlawn","2019/9/24","8","2","10","16","4","PM","4 PM"
"Woodlawn","2019/9/24","3","3","6","17","5","PM","5 PM"
"Woodlawn","2019/9/24","4","0","4","18","6","PM","6 PM"
"Woodlawn","2019/9/24","2","0","2","19","7","PM","7 PM"
"Woodlawn","2019/9/24","3","0","3","20","8","PM","8 PM"
"Woodlawn","2019/9/24","4","1","5","21","9","PM","9 PM"
"Woodlawn","2019/9/24","0","1","1","22","10","PM","10 PM"
"Woodlawn","2019/9/25","1","0","1","1","1","AM","1 AM"
"Woodlawn","2019/9/25","0","1","1","5","5","AM","5 AM"
"Woodlawn","2019/9/25","0","2","2","6","6","AM","6 AM"
"Woodlawn","2019/9/25","0","1","1","7","7","AM","7 AM"
