"area_name","date","to","from","total","hour","hour_tw","ampm","hour12"
"Brighton Park","2019/4/21","1","0","1","19","7","PM","7 PM"
"Brighton Park","2019/4/22","1","0","1","0","12","AM","12 AM"
"Brighton Park","2019/4/22","0","1","1","3","3","AM","3 AM"
"Brighton Park","2019/4/22","1","0","1","4","4","AM","4 AM"
"Brighton Park","2019/4/22","1","0","1","9","9","AM","9 AM"
"Brighton Park","2019/4/22","2","0","2","10","10","AM","10 AM"
"Brighton Park","2019/4/22","3","0","3","11","11","AM","11 AM"
"Brighton Park","2019/4/22","1","0","1","12","12","PM","12 PM"
"Brighton Park","2019/4/22","1","0","1","13","1","PM","1 PM"
"Brighton Park","2019/4/22","1","0","1","17","5","PM","5 PM"
"Brighton Park","2019/4/22","1","0","1","18","6","PM","6 PM"
"Brighton Park","2019/4/22","1","0","1","19","7","PM","7 PM"
"Brighton Park","2019/4/23","1","0","1","0","12","AM","12 AM"
"Brighton Park","2019/4/23","0","1","1","7","7","AM","7 AM"
"Brighton Park","2019/4/23","0","1","1","8","8","AM","8 AM"
"Brighton Park","2019/4/23","1","0","1","10","10","AM","10 AM"
"Brighton Park","2019/4/23","2","0","2","12","12","PM","12 PM"
"Brighton Park","2019/4/23","0","1","1","13","1","PM","1 PM"
"Brighton Park","2019/4/23","1","0","1","14","2","PM","2 PM"
"Brighton Park","2019/4/23","1","0","1","15","3","PM","3 PM"
"Brighton Park","2019/4/23","1","0","1","16","4","PM","4 PM"
"Brighton Park","2019/4/24","0","1","1","0","12","AM","12 AM"
"Brighton Park","2019/4/24","0","1","1","4","4","AM","4 AM"
"Brighton Park","2019/4/24","0","1","1","8","8","AM","8 AM"
"Brighton Park","2019/4/24","1","0","1","10","10","AM","10 AM"
"Brighton Park","2019/4/24","0","1","1","12","12","PM","12 PM"
"Brighton Park","2019/4/24","2","1","3","14","2","PM","2 PM"
"Brighton Park","2019/4/24","1","1","2","15","3","PM","3 PM"
"Brighton Park","2019/4/24","4","0","4","16","4","PM","4 PM"
"Brighton Park","2019/4/24","1","1","2","17","5","PM","5 PM"
"Brighton Park","2019/4/24","1","0","1","19","7","PM","7 PM"
"Brighton Park","2019/4/24","1","0","1","21","9","PM","9 PM"
"Brighton Park","2019/4/24","1","0","1","22","10","PM","10 PM"
"Brighton Park","2019/4/25","2","0","2","2","2","AM","2 AM"
"Brighton Park","2019/4/25","0","1","1","3","3","AM","3 AM"
"Brighton Park","2019/4/25","1","0","1","10","10","AM","10 AM"
"Brighton Park","2019/4/25","0","1","1","13","1","PM","1 PM"
"Brighton Park","2019/4/25","1","1","2","15","3","PM","3 PM"
"Brighton Park","2019/4/25","2","0","2","18","6","PM","6 PM"
"Brighton Park","2019/4/25","2","0","2","19","7","PM","7 PM"
"Brighton Park","2019/4/25","1","0","1","20","8","PM","8 PM"
"Brighton Park","2019/4/25","1","0","1","21","9","PM","9 PM"
"Brighton Park","2019/4/26","1","0","1","3","3","AM","3 AM"
"Brighton Park","2019/4/26","1","0","1","5","5","AM","5 AM"
"Brighton Park","2019/4/26","0","2","2","6","6","AM","6 AM"
"Brighton Park","2019/4/26","1","1","2","8","8","AM","8 AM"
"Brighton Park","2019/4/26","2","0","2","9","9","AM","9 AM"
"Brighton Park","2019/4/26","3","1","4","11","11","AM","11 AM"
"Brighton Park","2019/4/26","3","1","4","12","12","PM","12 PM"
"Brighton Park","2019/4/26","3","1","4","13","1","PM","1 PM"
"Brighton Park","2019/4/26","1","0","1","14","2","PM","2 PM"
"Brighton Park","2019/4/26","1","0","1","15","3","PM","3 PM"
"Brighton Park","2019/4/26","1","0","1","18","6","PM","6 PM"
"Brighton Park","2019/4/26","1","0","1","21","9","PM","9 PM"
"Brighton Park","2019/4/26","1","0","1","22","10","PM","10 PM"
"Brighton Park","2019/4/27","1","0","1","0","12","AM","12 AM"
"Brighton Park","2019/4/27","1","0","1","1","1","AM","1 AM"
"Brighton Park","2019/4/27","1","0","1","2","2","AM","2 AM"
"Brighton Park","2019/4/27","1","1","2","3","3","AM","3 AM"
"Brighton Park","2019/4/27","1","0","1","10","10","AM","10 AM"
"Brighton Park","2019/4/27","1","0","1","14","2","PM","2 PM"
"Brighton Park","2019/4/27","1","0","1","17","5","PM","5 PM"
"Brighton Park","2019/4/27","1","0","1","18","6","PM","6 PM"
"Brighton Park","2019/4/27","1","0","1","22","10","PM","10 PM"
"Brighton Park","2019/4/28","1","0","1","0","12","AM","12 AM"
"Brighton Park","2019/4/28","1","0","1","1","1","AM","1 AM"
"Brighton Park","2019/4/28","1","0","1","3","3","AM","3 AM"
"Brighton Park","2019/4/28","1","1","2","7","7","AM","7 AM"
"Brighton Park","2019/4/28","1","0","1","13","1","PM","1 PM"
"Brighton Park","2019/4/28","1","0","1","16","4","PM","4 PM"
"Brighton Park","2019/4/28","1","0","1","21","9","PM","9 PM"
"Brighton Park","2019/4/29","1","1","2","5","5","AM","5 AM"
"Brighton Park","2019/4/29","0","1","1","8","8","AM","8 AM"
"Brighton Park","2019/4/29","1","0","1","9","9","AM","9 AM"
"Brighton Park","2019/4/29","2","0","2","11","11","AM","11 AM"
"Brighton Park","2019/4/29","1","0","1","12","12","PM","12 PM"
"Brighton Park","2019/4/29","1","0","1","13","1","PM","1 PM"
"Brighton Park","2019/4/29","1","0","1","15","3","PM","3 PM"
"Brighton Park","2019/4/29","0","1","1","18","6","PM","6 PM"
"Brighton Park","2019/4/29","2","0","2","19","7","PM","7 PM"
"Brighton Park","2019/4/29","3","0","3","21","9","PM","9 PM"
"Brighton Park","2019/4/30","0","1","1","10","10","AM","10 AM"
"Brighton Park","2019/4/30","1","0","1","11","11","AM","11 AM"
"Brighton Park","2019/4/30","1","2","3","13","1","PM","1 PM"
"Brighton Park","2019/4/30","3","0","3","15","3","PM","3 PM"
"Brighton Park","2019/4/30","2","1","3","16","4","PM","4 PM"
"Brighton Park","2019/4/30","1","0","1","20","8","PM","8 PM"
"Brighton Park","2019/5/1","1","0","1","0","12","AM","12 AM"
"Brighton Park","2019/5/1","1","0","1","7","7","AM","7 AM"
"Brighton Park","2019/5/1","2","0","2","9","9","AM","9 AM"
"Brighton Park","2019/5/1","1","0","1","11","11","AM","11 AM"
"Brighton Park","2019/5/1","2","0","2","12","12","PM","12 PM"
"Brighton Park","2019/5/1","1","0","1","18","6","PM","6 PM"
"Brighton Park","2019/5/1","1","0","1","22","10","PM","10 PM"
"Brighton Park","2019/5/1","1","0","1","23","11","PM","11 PM"
"Brighton Park","2019/5/2","1","0","1","0","12","AM","12 AM"
"Brighton Park","2019/5/2","1","0","1","9","9","AM","9 AM"
"Brighton Park","2019/5/2","0","2","2","10","10","AM","10 AM"
"Brighton Park","2019/5/2","0","1","1","11","11","AM","11 AM"
"Brighton Park","2019/5/2","1","0","1","13","1","PM","1 PM"
"Brighton Park","2019/5/2","2","0","2","14","2","PM","2 PM"
"Brighton Park","2019/5/2","2","1","3","15","3","PM","3 PM"
"Brighton Park","2019/5/2","2","0","2","16","4","PM","4 PM"
"Brighton Park","2019/5/2","1","0","1","19","7","PM","7 PM"
"Brighton Park","2019/5/2","1","0","1","21","9","PM","9 PM"
"Brighton Park","2019/5/2","0","1","1","23","11","PM","11 PM"
"Brighton Park","2019/5/3","1","0","1","3","3","AM","3 AM"
"Brighton Park","2019/5/3","1","0","1","4","4","AM","4 AM"
"Brighton Park","2019/5/3","0","1","1","8","8","AM","8 AM"
"Brighton Park","2019/5/3","1","0","1","9","9","AM","9 AM"
"Brighton Park","2019/5/3","0","1","1","10","10","AM","10 AM"
"Brighton Park","2019/5/3","1","1","2","12","12","PM","12 PM"
"Brighton Park","2019/5/3","1","0","1","17","5","PM","5 PM"
"Brighton Park","2019/5/3","0","1","1","18","6","PM","6 PM"
"Brighton Park","2019/5/3","1","0","1","21","9","PM","9 PM"
"Brighton Park","2019/5/4","1","0","1","0","12","AM","12 AM"
"Brighton Park","2019/5/4","1","0","1","3","3","AM","3 AM"
"Brighton Park","2019/5/4","1","0","1","5","5","AM","5 AM"
"Brighton Park","2019/5/4","1","1","2","6","6","AM","6 AM"
"Brighton Park","2019/5/4","1","0","1","9","9","AM","9 AM"
"Brighton Park","2019/5/4","1","0","1","11","11","AM","11 AM"
"Brighton Park","2019/5/4","1","0","1","12","12","PM","12 PM"
"Brighton Park","2019/5/4","0","1","1","14","2","PM","2 PM"
"Brighton Park","2019/5/4","1","0","1","15","3","PM","3 PM"
"Brighton Park","2019/5/4","1","0","1","16","4","PM","4 PM"
"Brighton Park","2019/5/4","1","0","1","22","10","PM","10 PM"
"Brighton Park","2019/5/5","1","0","1","3","3","AM","3 AM"
"Brighton Park","2019/5/5","1","1","2","4","4","AM","4 AM"
"Brighton Park","2019/5/5","2","0","2","5","5","AM","5 AM"
"Brighton Park","2019/5/5","1","0","1","10","10","AM","10 AM"
"Brighton Park","2019/5/5","3","1","4","17","5","PM","5 PM"
"Brighton Park","2019/5/5","2","1","3","20","8","PM","8 PM"
"Brighton Park","2019/5/5","1","0","1","23","11","PM","11 PM"
"Brighton Park","2019/5/6","1","0","1","0","12","AM","12 AM"
"Brighton Park","2019/5/6","2","0","2","1","1","AM","1 AM"
"Brighton Park","2019/5/6","1","0","1","10","10","AM","10 AM"
"Brighton Park","2019/5/6","1","0","1","11","11","AM","11 AM"
"Brighton Park","2019/5/6","1","0","1","13","1","PM","1 PM"
"Brighton Park","2019/5/6","0","1","1","14","2","PM","2 PM"
"Brighton Park","2019/5/6","0","1","1","18","6","PM","6 PM"
"Brighton Park","2019/5/6","1","0","1","23","11","PM","11 PM"
"Brighton Park","2019/5/7","1","0","1","2","2","AM","2 AM"
"Brighton Park","2019/5/7","0","1","1","8","8","AM","8 AM"
"Brighton Park","2019/5/7","2","0","2","11","11","AM","11 AM"
"Brighton Park","2019/5/7","0","1","1","14","2","PM","2 PM"
"Brighton Park","2019/5/7","0","1","1","15","3","PM","3 PM"
"Brighton Park","2019/5/8","3","0","3","2","2","AM","2 AM"
"Brighton Park","2019/5/8","0","1","1","7","7","AM","7 AM"
"Brighton Park","2019/5/8","1","0","1","9","9","AM","9 AM"
"Brighton Park","2019/5/8","1","1","2","10","10","AM","10 AM"
"Brighton Park","2019/5/8","1","1","2","11","11","AM","11 AM"
"Brighton Park","2019/5/8","0","1","1","13","1","PM","1 PM"
"Brighton Park","2019/5/8","2","0","2","15","3","PM","3 PM"
"Brighton Park","2019/5/8","1","0","1","16","4","PM","4 PM"
"Brighton Park","2019/5/8","1","0","1","23","11","PM","11 PM"
"Brighton Park","2019/5/9","1","0","1","0","12","AM","12 AM"
"Brighton Park","2019/5/9","0","1","1","6","6","AM","6 AM"
"Brighton Park","2019/5/9","0","1","1","7","7","AM","7 AM"
"Brighton Park","2019/5/9","1","0","1","8","8","AM","8 AM"
"Brighton Park","2019/5/9","1","0","1","9","9","AM","9 AM"
"Brighton Park","2019/5/9","2","0","2","10","10","AM","10 AM"
"Brighton Park","2019/5/9","1","0","1","11","11","AM","11 AM"
"Brighton Park","2019/5/9","0","1","1","12","12","PM","12 PM"
"Brighton Park","2019/5/9","0","1","1","14","2","PM","2 PM"
"Brighton Park","2019/5/9","1","0","1","21","9","PM","9 PM"
"Brighton Park","2019/5/10","2","0","2","0","12","AM","12 AM"
"Brighton Park","2019/5/10","1","0","1","1","1","AM","1 AM"
"Brighton Park","2019/5/10","0","1","1","6","6","AM","6 AM"
"Brighton Park","2019/5/10","2","0","2","13","1","PM","1 PM"
"Brighton Park","2019/5/10","1","0","1","15","3","PM","3 PM"
"Brighton Park","2019/5/10","3","0","3","17","5","PM","5 PM"
"Brighton Park","2019/5/10","1","0","1","18","6","PM","6 PM"
"Brighton Park","2019/5/10","1","0","1","19","7","PM","7 PM"
"Brighton Park","2019/5/11","1","0","1","1","1","AM","1 AM"
"Brighton Park","2019/5/11","1","0","1","4","4","AM","4 AM"
"Brighton Park","2019/5/11","2","0","2","5","5","AM","5 AM"
"Brighton Park","2019/5/11","0","1","1","9","9","AM","9 AM"
"Brighton Park","2019/5/11","1","0","1","10","10","AM","10 AM"
"Brighton Park","2019/5/11","0","1","1","14","2","PM","2 PM"
"Brighton Park","2019/5/11","2","0","2","17","5","PM","5 PM"
"Brighton Park","2019/5/11","1","0","1","22","10","PM","10 PM"
"Brighton Park","2019/5/12","1","0","1","0","12","AM","12 AM"
"Brighton Park","2019/5/12","1","0","1","1","1","AM","1 AM"
"Brighton Park","2019/5/12","1","0","1","2","2","AM","2 AM"
"Brighton Park","2019/5/12","2","0","2","4","4","AM","4 AM"
"Brighton Park","2019/5/12","2","0","2","5","5","AM","5 AM"
"Brighton Park","2019/5/12","2","0","2","11","11","AM","11 AM"
"Brighton Park","2019/5/12","1","0","1","12","12","PM","12 PM"
"Brighton Park","2019/5/12","1","0","1","14","2","PM","2 PM"
"Brighton Park","2019/5/12","0","1","1","17","5","PM","5 PM"
"Brighton Park","2019/5/12","1","0","1","18","6","PM","6 PM"
"Brighton Park","2019/5/12","1","1","2","22","10","PM","10 PM"
"Brighton Park","2019/5/12","0","1","1","23","11","PM","11 PM"
"Brighton Park","2019/5/13","0","1","1","5","5","AM","5 AM"
"Brighton Park","2019/5/13","1","0","1","10","10","AM","10 AM"
"Brighton Park","2019/5/13","3","0","3","11","11","AM","11 AM"
"Brighton Park","2019/5/13","1","0","1","13","1","PM","1 PM"
"Brighton Park","2019/5/13","1","1","2","14","2","PM","2 PM"
"Brighton Park","2019/5/13","1","2","3","15","3","PM","3 PM"
"Brighton Park","2019/5/13","1","0","1","17","5","PM","5 PM"
"Brighton Park","2019/5/13","0","1","1","18","6","PM","6 PM"
"Brighton Park","2019/5/13","1","0","1","19","7","PM","7 PM"
"Brighton Park","2019/5/13","1","0","1","21","9","PM","9 PM"
"Brighton Park","2019/5/13","1","0","1","22","10","PM","10 PM"
"Brighton Park","2019/5/14","1","0","1","0","12","AM","12 AM"
"Brighton Park","2019/5/14","1","0","1","4","4","AM","4 AM"
"Brighton Park","2019/5/14","0","1","1","9","9","AM","9 AM"
"Brighton Park","2019/5/14","1","0","1","11","11","AM","11 AM"
"Brighton Park","2019/5/14","1","0","1","13","1","PM","1 PM"
"Brighton Park","2019/5/14","1","0","1","16","4","PM","4 PM"
"Brighton Park","2019/5/14","1","0","1","17","5","PM","5 PM"
"Brighton Park","2019/5/14","1","1","2","18","6","PM","6 PM"
"Brighton Park","2019/5/14","0","1","1","20","8","PM","8 PM"
"Brighton Park","2019/5/14","2","0","2","23","11","PM","11 PM"
"Brighton Park","2019/5/15","1","0","1","2","2","AM","2 AM"
"Brighton Park","2019/5/15","1","0","1","4","4","AM","4 AM"
"Brighton Park","2019/5/15","0","1","1","6","6","AM","6 AM"
"Brighton Park","2019/5/15","0","1","1","11","11","AM","11 AM"
"Brighton Park","2019/5/15","2","0","2","13","1","PM","1 PM"
"Brighton Park","2019/5/15","1","0","1","20","8","PM","8 PM"
"Brighton Park","2019/5/16","1","0","1","1","1","AM","1 AM"
"Brighton Park","2019/5/16","1","0","1","2","2","AM","2 AM"
"Brighton Park","2019/5/16","1","1","2","8","8","AM","8 AM"
"Brighton Park","2019/5/16","1","0","1","9","9","AM","9 AM"
"Brighton Park","2019/5/16","3","0","3","13","1","PM","1 PM"
"Brighton Park","2019/5/16","2","0","2","14","2","PM","2 PM"
"Brighton Park","2019/5/16","1","0","1","16","4","PM","4 PM"
"Brighton Park","2019/5/16","2","0","2","17","5","PM","5 PM"
"Brighton Park","2019/5/17","1","0","1","0","12","AM","12 AM"
"Brighton Park","2019/5/17","1","0","1","5","5","AM","5 AM"
"Brighton Park","2019/5/17","0","1","1","6","6","AM","6 AM"
"Brighton Park","2019/5/17","0","1","1","7","7","AM","7 AM"
"Brighton Park","2019/5/17","3","0","3","11","11","AM","11 AM"
"Brighton Park","2019/5/17","0","1","1","14","2","PM","2 PM"
"Brighton Park","2019/5/17","2","0","2","15","3","PM","3 PM"
"Brighton Park","2019/5/17","2","0","2","20","8","PM","8 PM"
"Brighton Park","2019/5/17","1","0","1","22","10","PM","10 PM"
"Brighton Park","2019/5/17","1","0","1","23","11","PM","11 PM"
"Brighton Park","2019/5/18","2","0","2","1","1","AM","1 AM"
"Brighton Park","2019/5/18","1","0","1","3","3","AM","3 AM"
"Brighton Park","2019/5/18","1","0","1","4","4","AM","4 AM"
"Brighton Park","2019/5/18","0","1","1","8","8","AM","8 AM"
"Brighton Park","2019/5/18","1","0","1","11","11","AM","11 AM"
"Brighton Park","2019/5/18","1","0","1","12","12","PM","12 PM"
